index,field,pv,value,read-only
25,golden_offset_x,SR01C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
25,golden_offset_y,SR01C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
25,bcd_offset_x,SR01C-DI-EBPM-03:CF:BCD_X_S,0,False
25,bcd_offset_y,SR01C-DI-EBPM-03:CF:BCD_Y_S,0,False
25,bba_offset_x,SR01C-DI-EBPM-03:CF:BBA_X_S,0,False
25,bba_offset_y,SR01C-DI-EBPM-03:CF:BBA_Y_S,0,False
33,golden_offset_x,SR01C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
33,golden_offset_y,SR01C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
33,bcd_offset_x,SR01C-DI-EBPM-04:CF:BCD_X_S,0,False
33,bcd_offset_y,SR01C-DI-EBPM-04:CF:BCD_Y_S,0,False
33,bba_offset_x,SR01C-DI-EBPM-04:CF:BBA_X_S,0,False
33,bba_offset_y,SR01C-DI-EBPM-04:CF:BBA_Y_S,0,False
47,golden_offset_x,SR01C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
47,golden_offset_y,SR01C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
47,bcd_offset_x,SR01C-DI-EBPM-05:CF:BCD_X_S,0,False
47,bcd_offset_y,SR01C-DI-EBPM-05:CF:BCD_Y_S,0,False
47,bba_offset_x,SR01C-DI-EBPM-05:CF:BBA_X_S,0,False
47,bba_offset_y,SR01C-DI-EBPM-05:CF:BBA_Y_S,0,False
57,golden_offset_x,SR01C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
57,golden_offset_y,SR01C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
57,bcd_offset_x,SR01C-DI-EBPM-06:CF:BCD_X_S,0,False
57,bcd_offset_y,SR01C-DI-EBPM-06:CF:BCD_Y_S,0,False
57,bba_offset_x,SR01C-DI-EBPM-06:CF:BBA_X_S,0,False
57,bba_offset_y,SR01C-DI-EBPM-06:CF:BBA_Y_S,0,False
67,golden_offset_x,SR01C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
67,golden_offset_y,SR01C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
67,bcd_offset_x,SR01C-DI-EBPM-07:CF:BCD_X_S,0,False
67,bcd_offset_y,SR01C-DI-EBPM-07:CF:BCD_Y_S,0,False
67,bba_offset_x,SR01C-DI-EBPM-07:CF:BBA_X_S,0,False
67,bba_offset_y,SR01C-DI-EBPM-07:CF:BBA_Y_S,0,False
95,golden_offset_x,SR02C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
95,golden_offset_y,SR02C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
95,bcd_offset_x,SR02C-DI-EBPM-01:CF:BCD_X_S,0,False
95,bcd_offset_y,SR02C-DI-EBPM-01:CF:BCD_Y_S,0,False
95,bba_offset_x,SR02C-DI-EBPM-01:CF:BBA_X_S,0,False
95,bba_offset_y,SR02C-DI-EBPM-01:CF:BBA_Y_S,0,False
118,golden_offset_x,SR02C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
118,golden_offset_y,SR02C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
118,bcd_offset_x,SR02C-DI-EBPM-02:CF:BCD_X_S,0,False
118,bcd_offset_y,SR02C-DI-EBPM-02:CF:BCD_Y_S,0,False
118,bba_offset_x,SR02C-DI-EBPM-02:CF:BBA_X_S,0,False
118,bba_offset_y,SR02C-DI-EBPM-02:CF:BBA_Y_S,0,False
134,golden_offset_x,SR02C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
134,golden_offset_y,SR02C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
134,bcd_offset_x,SR02C-DI-EBPM-03:CF:BCD_X_S,0,False
134,bcd_offset_y,SR02C-DI-EBPM-03:CF:BCD_Y_S,0,False
134,bba_offset_x,SR02C-DI-EBPM-03:CF:BBA_X_S,0,False
134,bba_offset_y,SR02C-DI-EBPM-03:CF:BBA_Y_S,0,False
147,golden_offset_x,SR02C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
147,golden_offset_y,SR02C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
147,bcd_offset_x,SR02C-DI-EBPM-04:CF:BCD_X_S,0,False
147,bcd_offset_y,SR02C-DI-EBPM-04:CF:BCD_Y_S,0,False
147,bba_offset_x,SR02C-DI-EBPM-04:CF:BBA_X_S,0,False
147,bba_offset_y,SR02C-DI-EBPM-04:CF:BBA_Y_S,0,False
161,golden_offset_x,SR02C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
161,golden_offset_y,SR02C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
161,bcd_offset_x,SR02C-DI-EBPM-05:CF:BCD_X_S,0,False
161,bcd_offset_y,SR02C-DI-EBPM-05:CF:BCD_Y_S,0,False
161,bba_offset_x,SR02C-DI-EBPM-05:CF:BBA_X_S,0,False
161,bba_offset_y,SR02C-DI-EBPM-05:CF:BBA_Y_S,0,False
183,golden_offset_x,SR02C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
183,golden_offset_y,SR02C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
183,bcd_offset_x,SR02C-DI-EBPM-06:CF:BCD_X_S,0,False
183,bcd_offset_y,SR02C-DI-EBPM-06:CF:BCD_Y_S,0,False
183,bba_offset_x,SR02C-DI-EBPM-06:CF:BBA_X_S,0,False
183,bba_offset_y,SR02C-DI-EBPM-06:CF:BBA_Y_S,0,False
193,golden_offset_x,SR02C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
193,golden_offset_y,SR02C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
193,bcd_offset_x,SR02C-DI-EBPM-07:CF:BCD_X_S,0,False
193,bcd_offset_y,SR02C-DI-EBPM-07:CF:BCD_Y_S,0,False
193,bba_offset_x,SR02C-DI-EBPM-07:CF:BBA_X_S,0,False
193,bba_offset_y,SR02C-DI-EBPM-07:CF:BBA_Y_S,0,False
218,golden_offset_x,SR02C-DI-EBPM-08:CF:GOLDEN_X_S,0,False
218,golden_offset_y,SR02C-DI-EBPM-08:CF:GOLDEN_Y_S,0,False
218,bcd_offset_x,SR02C-DI-EBPM-08:CF:BCD_X_S,0,False
218,bcd_offset_y,SR02C-DI-EBPM-08:CF:BCD_Y_S,0,False
218,bba_offset_x,SR02C-DI-EBPM-08:CF:BBA_X_S,0,False
218,bba_offset_y,SR02C-DI-EBPM-08:CF:BBA_Y_S,0,False
246,golden_offset_x,SR03C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
246,golden_offset_y,SR03C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
246,bcd_offset_x,SR03C-DI-EBPM-01:CF:BCD_X_S,0,False
246,bcd_offset_y,SR03C-DI-EBPM-01:CF:BCD_Y_S,0,False
246,bba_offset_x,SR03C-DI-EBPM-01:CF:BBA_X_S,0,False
246,bba_offset_y,SR03C-DI-EBPM-01:CF:BBA_Y_S,0,False
262,golden_offset_x,SR03C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
262,golden_offset_y,SR03C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
262,bcd_offset_x,SR03C-DI-EBPM-02:CF:BCD_X_S,0,False
262,bcd_offset_y,SR03C-DI-EBPM-02:CF:BCD_Y_S,0,False
262,bba_offset_x,SR03C-DI-EBPM-02:CF:BBA_X_S,0,False
262,bba_offset_y,SR03C-DI-EBPM-02:CF:BBA_Y_S,0,False
268,golden_offset_x,SR03C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
268,golden_offset_y,SR03C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
268,bcd_offset_x,SR03C-DI-EBPM-03:CF:BCD_X_S,0,False
268,bcd_offset_y,SR03C-DI-EBPM-03:CF:BCD_Y_S,0,False
268,bba_offset_x,SR03C-DI-EBPM-03:CF:BBA_X_S,0,False
268,bba_offset_y,SR03C-DI-EBPM-03:CF:BBA_Y_S,0,False
276,golden_offset_x,SR03C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
276,golden_offset_y,SR03C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
276,bcd_offset_x,SR03C-DI-EBPM-04:CF:BCD_X_S,0,False
276,bcd_offset_y,SR03C-DI-EBPM-04:CF:BCD_Y_S,0,False
276,bba_offset_x,SR03C-DI-EBPM-04:CF:BBA_X_S,0,False
276,bba_offset_y,SR03C-DI-EBPM-04:CF:BBA_Y_S,0,False
290,golden_offset_x,SR03C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
290,golden_offset_y,SR03C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
290,bcd_offset_x,SR03C-DI-EBPM-05:CF:BCD_X_S,0,False
290,bcd_offset_y,SR03C-DI-EBPM-05:CF:BCD_Y_S,0,False
290,bba_offset_x,SR03C-DI-EBPM-05:CF:BBA_X_S,0,False
290,bba_offset_y,SR03C-DI-EBPM-05:CF:BBA_Y_S,0,False
300,golden_offset_x,SR03C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
300,golden_offset_y,SR03C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
300,bcd_offset_x,SR03C-DI-EBPM-06:CF:BCD_X_S,0,False
300,bcd_offset_y,SR03C-DI-EBPM-06:CF:BCD_Y_S,0,False
300,bba_offset_x,SR03C-DI-EBPM-06:CF:BBA_X_S,0,False
300,bba_offset_y,SR03C-DI-EBPM-06:CF:BBA_Y_S,0,False
310,golden_offset_x,SR03C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
310,golden_offset_y,SR03C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
310,bcd_offset_x,SR03C-DI-EBPM-07:CF:BCD_X_S,0,False
310,bcd_offset_y,SR03C-DI-EBPM-07:CF:BCD_Y_S,0,False
310,bba_offset_x,SR03C-DI-EBPM-07:CF:BBA_X_S,0,False
310,bba_offset_y,SR03C-DI-EBPM-07:CF:BBA_Y_S,0,False
344,golden_offset_x,SR04C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
344,golden_offset_y,SR04C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
344,bcd_offset_x,SR04C-DI-EBPM-01:CF:BCD_X_S,0,False
344,bcd_offset_y,SR04C-DI-EBPM-01:CF:BCD_Y_S,0,False
344,bba_offset_x,SR04C-DI-EBPM-01:CF:BBA_X_S,0,False
344,bba_offset_y,SR04C-DI-EBPM-01:CF:BBA_Y_S,0,False
360,golden_offset_x,SR04C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
360,golden_offset_y,SR04C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
360,bcd_offset_x,SR04C-DI-EBPM-02:CF:BCD_X_S,0,False
360,bcd_offset_y,SR04C-DI-EBPM-02:CF:BCD_Y_S,0,False
360,bba_offset_x,SR04C-DI-EBPM-02:CF:BBA_X_S,0,False
360,bba_offset_y,SR04C-DI-EBPM-02:CF:BBA_Y_S,0,False
366,golden_offset_x,SR04C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
366,golden_offset_y,SR04C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
366,bcd_offset_x,SR04C-DI-EBPM-03:CF:BCD_X_S,0,False
366,bcd_offset_y,SR04C-DI-EBPM-03:CF:BCD_Y_S,0,False
366,bba_offset_x,SR04C-DI-EBPM-03:CF:BBA_X_S,0,False
366,bba_offset_y,SR04C-DI-EBPM-03:CF:BBA_Y_S,0,False
374,golden_offset_x,SR04C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
374,golden_offset_y,SR04C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
374,bcd_offset_x,SR04C-DI-EBPM-04:CF:BCD_X_S,0,False
374,bcd_offset_y,SR04C-DI-EBPM-04:CF:BCD_Y_S,0,False
374,bba_offset_x,SR04C-DI-EBPM-04:CF:BBA_X_S,0,False
374,bba_offset_y,SR04C-DI-EBPM-04:CF:BBA_Y_S,0,False
388,golden_offset_x,SR04C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
388,golden_offset_y,SR04C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
388,bcd_offset_x,SR04C-DI-EBPM-05:CF:BCD_X_S,0,False
388,bcd_offset_y,SR04C-DI-EBPM-05:CF:BCD_Y_S,0,False
388,bba_offset_x,SR04C-DI-EBPM-05:CF:BBA_X_S,0,False
388,bba_offset_y,SR04C-DI-EBPM-05:CF:BBA_Y_S,0,False
398,golden_offset_x,SR04C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
398,golden_offset_y,SR04C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
398,bcd_offset_x,SR04C-DI-EBPM-06:CF:BCD_X_S,0,False
398,bcd_offset_y,SR04C-DI-EBPM-06:CF:BCD_Y_S,0,False
398,bba_offset_x,SR04C-DI-EBPM-06:CF:BBA_X_S,0,False
398,bba_offset_y,SR04C-DI-EBPM-06:CF:BBA_Y_S,0,False
408,golden_offset_x,SR04C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
408,golden_offset_y,SR04C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
408,bcd_offset_x,SR04C-DI-EBPM-07:CF:BCD_X_S,0,False
408,bcd_offset_y,SR04C-DI-EBPM-07:CF:BCD_Y_S,0,False
408,bba_offset_x,SR04C-DI-EBPM-07:CF:BBA_X_S,0,False
408,bba_offset_y,SR04C-DI-EBPM-07:CF:BBA_Y_S,0,False
425,golden_offset_x,SR05C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
425,golden_offset_y,SR05C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
425,bcd_offset_x,SR05C-DI-EBPM-01:CF:BCD_X_S,0,False
425,bcd_offset_y,SR05C-DI-EBPM-01:CF:BCD_Y_S,0,False
425,bba_offset_x,SR05C-DI-EBPM-01:CF:BBA_X_S,0,False
425,bba_offset_y,SR05C-DI-EBPM-01:CF:BBA_Y_S,0,False
441,golden_offset_x,SR05C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
441,golden_offset_y,SR05C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
441,bcd_offset_x,SR05C-DI-EBPM-02:CF:BCD_X_S,0,False
441,bcd_offset_y,SR05C-DI-EBPM-02:CF:BCD_Y_S,0,False
441,bba_offset_x,SR05C-DI-EBPM-02:CF:BBA_X_S,0,False
441,bba_offset_y,SR05C-DI-EBPM-02:CF:BBA_Y_S,0,False
447,golden_offset_x,SR05C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
447,golden_offset_y,SR05C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
447,bcd_offset_x,SR05C-DI-EBPM-03:CF:BCD_X_S,0,False
447,bcd_offset_y,SR05C-DI-EBPM-03:CF:BCD_Y_S,0,False
447,bba_offset_x,SR05C-DI-EBPM-03:CF:BBA_X_S,0,False
447,bba_offset_y,SR05C-DI-EBPM-03:CF:BBA_Y_S,0,False
455,golden_offset_x,SR05C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
455,golden_offset_y,SR05C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
455,bcd_offset_x,SR05C-DI-EBPM-04:CF:BCD_X_S,0,False
455,bcd_offset_y,SR05C-DI-EBPM-04:CF:BCD_Y_S,0,False
455,bba_offset_x,SR05C-DI-EBPM-04:CF:BBA_X_S,0,False
455,bba_offset_y,SR05C-DI-EBPM-04:CF:BBA_Y_S,0,False
469,golden_offset_x,SR05C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
469,golden_offset_y,SR05C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
469,bcd_offset_x,SR05C-DI-EBPM-05:CF:BCD_X_S,0,False
469,bcd_offset_y,SR05C-DI-EBPM-05:CF:BCD_Y_S,0,False
469,bba_offset_x,SR05C-DI-EBPM-05:CF:BBA_X_S,0,False
469,bba_offset_y,SR05C-DI-EBPM-05:CF:BBA_Y_S,0,False
479,golden_offset_x,SR05C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
479,golden_offset_y,SR05C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
479,bcd_offset_x,SR05C-DI-EBPM-06:CF:BCD_X_S,0,False
479,bcd_offset_y,SR05C-DI-EBPM-06:CF:BCD_Y_S,0,False
479,bba_offset_x,SR05C-DI-EBPM-06:CF:BBA_X_S,0,False
479,bba_offset_y,SR05C-DI-EBPM-06:CF:BBA_Y_S,0,False
489,golden_offset_x,SR05C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
489,golden_offset_y,SR05C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
489,bcd_offset_x,SR05C-DI-EBPM-07:CF:BCD_X_S,0,False
489,bcd_offset_y,SR05C-DI-EBPM-07:CF:BCD_Y_S,0,False
489,bba_offset_x,SR05C-DI-EBPM-07:CF:BBA_X_S,0,False
489,bba_offset_y,SR05C-DI-EBPM-07:CF:BBA_Y_S,0,False
516,golden_offset_x,SR06C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
516,golden_offset_y,SR06C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
516,bcd_offset_x,SR06C-DI-EBPM-01:CF:BCD_X_S,0,False
516,bcd_offset_y,SR06C-DI-EBPM-01:CF:BCD_Y_S,0,False
516,bba_offset_x,SR06C-DI-EBPM-01:CF:BBA_X_S,0,False
516,bba_offset_y,SR06C-DI-EBPM-01:CF:BBA_Y_S,0,False
532,golden_offset_x,SR06C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
532,golden_offset_y,SR06C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
532,bcd_offset_x,SR06C-DI-EBPM-02:CF:BCD_X_S,0,False
532,bcd_offset_y,SR06C-DI-EBPM-02:CF:BCD_Y_S,0,False
532,bba_offset_x,SR06C-DI-EBPM-02:CF:BBA_X_S,0,False
532,bba_offset_y,SR06C-DI-EBPM-02:CF:BBA_Y_S,0,False
538,golden_offset_x,SR06C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
538,golden_offset_y,SR06C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
538,bcd_offset_x,SR06C-DI-EBPM-03:CF:BCD_X_S,0,False
538,bcd_offset_y,SR06C-DI-EBPM-03:CF:BCD_Y_S,0,False
538,bba_offset_x,SR06C-DI-EBPM-03:CF:BBA_X_S,0,False
538,bba_offset_y,SR06C-DI-EBPM-03:CF:BBA_Y_S,0,False
546,golden_offset_x,SR06C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
546,golden_offset_y,SR06C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
546,bcd_offset_x,SR06C-DI-EBPM-04:CF:BCD_X_S,0,False
546,bcd_offset_y,SR06C-DI-EBPM-04:CF:BCD_Y_S,0,False
546,bba_offset_x,SR06C-DI-EBPM-04:CF:BBA_X_S,0,False
546,bba_offset_y,SR06C-DI-EBPM-04:CF:BBA_Y_S,0,False
560,golden_offset_x,SR06C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
560,golden_offset_y,SR06C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
560,bcd_offset_x,SR06C-DI-EBPM-05:CF:BCD_X_S,0,False
560,bcd_offset_y,SR06C-DI-EBPM-05:CF:BCD_Y_S,0,False
560,bba_offset_x,SR06C-DI-EBPM-05:CF:BBA_X_S,0,False
560,bba_offset_y,SR06C-DI-EBPM-05:CF:BBA_Y_S,0,False
570,golden_offset_x,SR06C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
570,golden_offset_y,SR06C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
570,bcd_offset_x,SR06C-DI-EBPM-06:CF:BCD_X_S,0,False
570,bcd_offset_y,SR06C-DI-EBPM-06:CF:BCD_Y_S,0,False
570,bba_offset_x,SR06C-DI-EBPM-06:CF:BBA_X_S,0,False
570,bba_offset_y,SR06C-DI-EBPM-06:CF:BBA_Y_S,0,False
580,golden_offset_x,SR06C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
580,golden_offset_y,SR06C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
580,bcd_offset_x,SR06C-DI-EBPM-07:CF:BCD_X_S,0,False
580,bcd_offset_y,SR06C-DI-EBPM-07:CF:BCD_Y_S,0,False
580,bba_offset_x,SR06C-DI-EBPM-07:CF:BBA_X_S,0,False
580,bba_offset_y,SR06C-DI-EBPM-07:CF:BBA_Y_S,0,False
608,golden_offset_x,SR07C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
608,golden_offset_y,SR07C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
608,bcd_offset_x,SR07C-DI-EBPM-01:CF:BCD_X_S,0,False
608,bcd_offset_y,SR07C-DI-EBPM-01:CF:BCD_Y_S,0,False
608,bba_offset_x,SR07C-DI-EBPM-01:CF:BBA_X_S,0,False
608,bba_offset_y,SR07C-DI-EBPM-01:CF:BBA_Y_S,0,False
624,golden_offset_x,SR07C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
624,golden_offset_y,SR07C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
624,bcd_offset_x,SR07C-DI-EBPM-02:CF:BCD_X_S,0,False
624,bcd_offset_y,SR07C-DI-EBPM-02:CF:BCD_Y_S,0,False
624,bba_offset_x,SR07C-DI-EBPM-02:CF:BBA_X_S,0,False
624,bba_offset_y,SR07C-DI-EBPM-02:CF:BBA_Y_S,0,False
630,golden_offset_x,SR07C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
630,golden_offset_y,SR07C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
630,bcd_offset_x,SR07C-DI-EBPM-03:CF:BCD_X_S,0,False
630,bcd_offset_y,SR07C-DI-EBPM-03:CF:BCD_Y_S,0,False
630,bba_offset_x,SR07C-DI-EBPM-03:CF:BBA_X_S,0,False
630,bba_offset_y,SR07C-DI-EBPM-03:CF:BBA_Y_S,0,False
638,golden_offset_x,SR07C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
638,golden_offset_y,SR07C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
638,bcd_offset_x,SR07C-DI-EBPM-04:CF:BCD_X_S,0,False
638,bcd_offset_y,SR07C-DI-EBPM-04:CF:BCD_Y_S,0,False
638,bba_offset_x,SR07C-DI-EBPM-04:CF:BBA_X_S,0,False
638,bba_offset_y,SR07C-DI-EBPM-04:CF:BBA_Y_S,0,False
652,golden_offset_x,SR07C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
652,golden_offset_y,SR07C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
652,bcd_offset_x,SR07C-DI-EBPM-05:CF:BCD_X_S,0,False
652,bcd_offset_y,SR07C-DI-EBPM-05:CF:BCD_Y_S,0,False
652,bba_offset_x,SR07C-DI-EBPM-05:CF:BBA_X_S,0,False
652,bba_offset_y,SR07C-DI-EBPM-05:CF:BBA_Y_S,0,False
663,golden_offset_x,SR07C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
663,golden_offset_y,SR07C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
663,bcd_offset_x,SR07C-DI-EBPM-06:CF:BCD_X_S,0,False
663,bcd_offset_y,SR07C-DI-EBPM-06:CF:BCD_Y_S,0,False
663,bba_offset_x,SR07C-DI-EBPM-06:CF:BBA_X_S,0,False
663,bba_offset_y,SR07C-DI-EBPM-06:CF:BBA_Y_S,0,False
673,golden_offset_x,SR07C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
673,golden_offset_y,SR07C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
673,bcd_offset_x,SR07C-DI-EBPM-07:CF:BCD_X_S,0,False
673,bcd_offset_y,SR07C-DI-EBPM-07:CF:BCD_Y_S,0,False
673,bba_offset_x,SR07C-DI-EBPM-07:CF:BBA_X_S,0,False
673,bba_offset_y,SR07C-DI-EBPM-07:CF:BBA_Y_S,0,False
687,golden_offset_x,SR08C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
687,golden_offset_y,SR08C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
687,bcd_offset_x,SR08C-DI-EBPM-01:CF:BCD_X_S,0,False
687,bcd_offset_y,SR08C-DI-EBPM-01:CF:BCD_Y_S,0,False
687,bba_offset_x,SR08C-DI-EBPM-01:CF:BBA_X_S,0,False
687,bba_offset_y,SR08C-DI-EBPM-01:CF:BBA_Y_S,0,False
703,golden_offset_x,SR08C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
703,golden_offset_y,SR08C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
703,bcd_offset_x,SR08C-DI-EBPM-02:CF:BCD_X_S,0,False
703,bcd_offset_y,SR08C-DI-EBPM-02:CF:BCD_Y_S,0,False
703,bba_offset_x,SR08C-DI-EBPM-02:CF:BBA_X_S,0,False
703,bba_offset_y,SR08C-DI-EBPM-02:CF:BBA_Y_S,0,False
709,golden_offset_x,SR08C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
709,golden_offset_y,SR08C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
709,bcd_offset_x,SR08C-DI-EBPM-03:CF:BCD_X_S,0,False
709,bcd_offset_y,SR08C-DI-EBPM-03:CF:BCD_Y_S,0,False
709,bba_offset_x,SR08C-DI-EBPM-03:CF:BBA_X_S,0,False
709,bba_offset_y,SR08C-DI-EBPM-03:CF:BBA_Y_S,0,False
717,golden_offset_x,SR08C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
717,golden_offset_y,SR08C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
717,bcd_offset_x,SR08C-DI-EBPM-04:CF:BCD_X_S,0,False
717,bcd_offset_y,SR08C-DI-EBPM-04:CF:BCD_Y_S,0,False
717,bba_offset_x,SR08C-DI-EBPM-04:CF:BBA_X_S,0,False
717,bba_offset_y,SR08C-DI-EBPM-04:CF:BBA_Y_S,0,False
731,golden_offset_x,SR08C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
731,golden_offset_y,SR08C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
731,bcd_offset_x,SR08C-DI-EBPM-05:CF:BCD_X_S,0,False
731,bcd_offset_y,SR08C-DI-EBPM-05:CF:BCD_Y_S,0,False
731,bba_offset_x,SR08C-DI-EBPM-05:CF:BBA_X_S,0,False
731,bba_offset_y,SR08C-DI-EBPM-05:CF:BBA_Y_S,0,False
741,golden_offset_x,SR08C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
741,golden_offset_y,SR08C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
741,bcd_offset_x,SR08C-DI-EBPM-06:CF:BCD_X_S,0,False
741,bcd_offset_y,SR08C-DI-EBPM-06:CF:BCD_Y_S,0,False
741,bba_offset_x,SR08C-DI-EBPM-06:CF:BBA_X_S,0,False
741,bba_offset_y,SR08C-DI-EBPM-06:CF:BBA_Y_S,0,False
757,golden_offset_x,SR08C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
757,golden_offset_y,SR08C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
757,bcd_offset_x,SR08C-DI-EBPM-07:CF:BCD_X_S,0,False
757,bcd_offset_y,SR08C-DI-EBPM-07:CF:BCD_Y_S,0,False
757,bba_offset_x,SR08C-DI-EBPM-07:CF:BBA_X_S,0,False
757,bba_offset_y,SR08C-DI-EBPM-07:CF:BBA_Y_S,0,False
769,golden_offset_x,SR09S-DI-EBPM-01:CF:GOLDEN_X_S,0,False
769,golden_offset_y,SR09S-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
769,bcd_offset_x,SR09S-DI-EBPM-01:CF:BCD_X_S,0,False
769,bcd_offset_y,SR09S-DI-EBPM-01:CF:BCD_Y_S,0,False
