index,field,pv,value,record_type
487,enabled,SR05C-DI-EBPM-07:CF:ENABLED_S,1,ai
514,enabled,SR06C-DI-EBPM-01:CF:ENABLED_S,1,ai
516,offset,SR06A-PC-Q1B-01:OFFSET1,0,ai
519,error_sum,SR06A-PC-HSTR-01:ERCSUM,0,ai
519,error_sum,SR06A-PC-VSTR-01:ERCSUM,0,ai
519,state,SR06A-PC-HSTR-01:STATE,2,ai
519,state,SR06A-PC-VSTR-01:STATE,2,ai
522,offset,SR06A-PC-Q2B-02:OFFSET1,0,ai
524,offset,SR06A-PC-Q3B-03:OFFSET1,0,ai
527,error_sum,SR06A-PC-HSTR-02:ERCSUM,0,ai
527,error_sum,SR06A-PC-VSTR-02:ERCSUM,0,ai
527,state,SR06A-PC-HSTR-02:STATE,2,ai
527,state,SR06A-PC-VSTR-02:STATE,2,ai
530,enabled,SR06C-DI-EBPM-02:CF:ENABLED_S,1,ai
536,enabled,SR06C-DI-EBPM-03:CF:ENABLED_S,1,ai
539,error_sum,SR06A-PC-HSTR-03:ERCSUM,0,ai
539,error_sum,SR06A-PC-VSTR-03:ERCSUM,0,ai
539,state,SR06A-PC-HSTR-03:STATE,2,ai
539,state,SR06A-PC-VSTR-03:STATE,2,ai
544,enabled,SR06C-DI-EBPM-04:CF:ENABLED_S,1,ai
547,error_sum,SR06A-PC-HSTR-04:ERCSUM,0,ai
547,error_sum,SR06A-PC-VSTR-04:ERCSUM,0,ai
547,state,SR06A-PC-HSTR-04:STATE,2,ai
547,state,SR06A-PC-VSTR-04:STATE,2,ai
553,error_sum,SR06A-PC-HSTR-05:ERCSUM,0,ai
553,error_sum,SR06A-PC-VSTR-05:ERCSUM,0,ai
553,state,SR06A-PC-HSTR-05:STATE,2,ai
553,state,SR06A-PC-VSTR-05:STATE,2,ai
558,enabled,SR06C-DI-EBPM-05:CF:ENABLED_S,1,ai
563,error_sum,SR06A-PC-HSTR-06:ERCSUM,0,ai
563,error_sum,SR06A-PC-VSTR-06:ERCSUM,0,ai
563,state,SR06A-PC-HSTR-06:STATE,2,ai
563,state,SR06A-PC-VSTR-06:STATE,2,ai
566,offset,SR06A-PC-Q3B-08:OFFSET1,0,ai
568,enabled,SR06C-DI-EBPM-06:CF:ENABLED_S,1,ai
570,offset,SR06A-PC-Q2B-09:OFFSET1,0,ai
573,error_sum,SR06A-PC-HSTR-07:ERCSUM,0,ai
573,error_sum,SR06A-PC-VSTR-07:ERCSUM,0,ai
573,state,SR06A-PC-HSTR-07:STATE,2,ai
573,state,SR06A-PC-VSTR-07:STATE,2,ai
576,offset,SR06A-PC-Q1B-10:OFFSET1,0,ai
578,enabled,SR06C-DI-EBPM-07:CF:ENABLED_S,1,ai
606,enabled,SR07C-DI-EBPM-01:CF:ENABLED_S,1,ai
608,offset,SR07A-PC-Q1B-01:OFFSET1,0,ai
611,error_sum,SR07A-PC-HSTR-01:ERCSUM,0,ai
611,error_sum,SR07A-PC-VSTR-01:ERCSUM,0,ai
