pv,upper,lower
SR21A-PC-S2A-05:SETI,100.0,0.0
SR21A-PC-VSTR-05:I,5.0,-5.0
SR21A-PC-VSTR-05:SETI,5.0,-5.0
SR21A-PC-Q2AB-07:I,200.0,0.0
SR21A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR21A-PC-HSTR-06:I,5.0,-5.0
SR21A-PC-HSTR-06:SETI,5.0,-5.0
SR21A-PC-S2C-06:I,100.0,-100.0
SR21A-PC-S2C-06:SETI,100.0,-100.0
SR21A-PC-VSTR-06:I,5.0,-5.0
SR21A-PC-VSTR-06:SETI,5.0,-5.0
SR21A-PC-Q3B-08:I,200.0,0.0
SR21A-PC-Q3B-08:SETI,200.0,0.0
SR21A-PC-Q2B-09:I,200.0,0.0
SR21A-PC-Q2B-09:SETI,200.0,0.0
SR21A-PC-SQUAD-04:I,5.0,-5.0
SR21A-PC-SQUAD-04:SETI,5.0,-5.0
SR21A-PC-HSTR-07:I,5.0,-5.0
SR21A-PC-HSTR-07:SETI,5.0,-5.0
SR21A-PC-S1C-07:I,100.0,-100.0
SR21A-PC-S1C-07:SETI,100.0,-100.0
SR21A-PC-VSTR-07:I,5.0,-5.0
SR21A-PC-VSTR-07:SETI,5.0,-5.0
SR21A-PC-Q1B-10:I,200.0,0.0
SR21A-PC-Q1B-10:SETI,200.0,0.0
SR22A-PC-Q1B-01:I,200.0,0.0
SR22A-PC-Q1B-01:SETI,200.0,0.0
SR22A-PC-SQUAD-01:I,5.0,-5.0
SR22A-PC-SQUAD-01:SETI,5.0,-5.0
SR22A-PC-HSTR-01:I,5.0,-5.0
SR22A-PC-HSTR-01:SETI,5.0,-5.0
SR22A-PC-S1B-01:I,100.0,-100.0
SR22A-PC-S1B-01:SETI,100.0,-100.0
SR22A-PC-VSTR-01:I,5.0,-5.0
SR22A-PC-VSTR-01:SETI,5.0,-5.0
SR22A-PC-Q2B-02:I,200.0,0.0
SR22A-PC-Q2B-02:SETI,200.0,0.0
SR22A-PC-Q3B-03:I,200.0,0.0
SR22A-PC-Q3B-03:SETI,200.0,0.0
SR22A-PC-HSTR-02:I,5.0,-5.0
SR22A-PC-HSTR-02:SETI,5.0,-5.0
SR22A-PC-S2B-02:I,100.0,-100.0
SR22A-PC-S2B-02:SETI,100.0,-100.0
SR22A-PC-VSTR-02:I,5.0,-5.0
SR22A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR22A-PC-Q2AB-04:I,200.0,0.0
SR22A-PC-Q2AB-04:SETI,200.0,0.0
SR22A-PC-SQUAD-02:I,5.0,-5.0
SR22A-PC-SQUAD-02:SETI,5.0,-5.0
SR22A-PC-HSTR-03:I,5.0,-5.0
SR22A-PC-HSTR-03:SETI,5.0,-5.0
SR22A-PC-S2A-03:I,100.0,0.0
SR22A-PC-S2A-03:SETI,100.0,0.0
SR22A-PC-VSTR-03:I,5.0,-5.0
SR22A-PC-VSTR-03:SETI,5.0,-5.0
SR22A-PC-Q1AB-05:I,200.0,0.0
SR22A-PC-Q1AB-05:SETI,200.0,0.0
SR22A-PC-HSTR-04:I,5.0,-5.0
SR22A-PC-HSTR-04:SETI,5.0,-5.0
SR22A-PC-S1A-04:I,110.0,0.0
SR22A-PC-S1A-04:SETI,110.0,0.0
SR22A-PC-VSTR-04:I,5.0,-5.0
SR22A-PC-VSTR-04:SETI,5.0,-5.0
SR22A-PC-Q1AB-06:I,200.0,0.0
SR22A-PC-Q1AB-06:SETI,200.0,0.0
SR22A-PC-SQUAD-03:I,5.0,-5.0
SR22A-PC-SQUAD-03:SETI,5.0,-5.0
SR22A-PC-HSTR-05:I,5.0,-5.0
SR22A-PC-HSTR-05:SETI,5.0,-5.0
SR22A-PC-S2A-05:I,100.0,0.0
SR22A-PC-S2A-05:SETI,100.0,0.0
SR22A-PC-VSTR-05:I,5.0,-5.0
SR22A-PC-VSTR-05:SETI,5.0,-5.0
SR22A-PC-Q2AB-07:I,200.0,0.0
SR22A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR22A-PC-HSTR-06:I,5.0,-5.0
SR22A-PC-HSTR-06:SETI,5.0,-5.0
SR22A-PC-S2B-06:I,120.0,-120.0
SR22A-PC-S2B-06:SETI,120.0,-120.0
SR22A-PC-VSTR-06:I,5.0,-5.0
SR22A-PC-VSTR-06:SETI,5.0,-5.0
SR22A-PC-Q3B-08:I,200.0,0.0
SR22A-PC-Q3B-08:SETI,200.0,0.0
SR22A-PC-Q2B-09:I,200.0,0.0
SR22A-PC-Q2B-09:SETI,200.0,0.0
SR22A-PC-SQUAD-04:I,5.0,-5.0
SR22A-PC-SQUAD-04:SETI,5.0,-5.0
SR22A-PC-HSTR-07:I,5.0,-5.0
SR22A-PC-HSTR-07:SETI,5.0,-5.0
SR22A-PC-S1B-07:I,100.0,-100.0
SR22A-PC-S1B-07:SETI,100.0,-100.0
SR22A-PC-VSTR-07:I,5.0,-5.0
SR22A-PC-VSTR-07:SETI,5.0,-5.0
SR22A-PC-Q1B-10:I,200.0,0.0
SR22A-PC-Q1B-10:SETI,200.0,0.0
SR23A-PC-Q1B-01:I,200.0,0.0
SR23A-PC-Q1B-01:SETI,200.0,0.0
SR23A-PC-SQUAD-01:I,5.0,-5.0
SR23A-PC-SQUAD-01:SETI,5.0,-5.0
SR23A-PC-HSTR-01:I,5.0,-5.0
SR23A-PC-HSTR-01:SETI,5.0,-5.0
SR23A-PC-S1B-01:I,100.0,-100.0
SR23A-PC-S1B-01:SETI,100.0,-100.0
SR23A-PC-VSTR-01:I,5.0,-5.0
SR23A-PC-VSTR-01:SETI,5.0,-5.0
SR23A-PC-Q2B-02:I,200.0,0.0
SR23A-PC-Q2B-02:SETI,200.0,0.0
SR23A-PC-Q3B-03:I,200.0,0.0
SR23A-PC-Q3B-03:SETI,200.0,0.0
SR23A-PC-HSTR-02:I,5.0,-5.0
SR23A-PC-HSTR-02:SETI,5.0,-5.0
SR23A-PC-S2B-02:I,100.0,-100.0
SR23A-PC-S2B-02:SETI,100.0,-100.0
SR23A-PC-VSTR-02:I,5.0,-5.0
SR23A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR23A-PC-Q2AB-04:I,200.0,0.0
SR23A-PC-Q2AB-04:SETI,200.0,0.0
SR23A-PC-SQUAD-02:I,5.0,-5.0
SR23A-PC-SQUAD-02:SETI,5.0,-5.0
SR23A-PC-HSTR-03:I,5.0,-5.0
SR23A-PC-HSTR-03:SETI,5.0,-5.0
SR23A-PC-S2A-03:I,100.0,0.0
SR23A-PC-S2A-03:SETI,100.0,0.0
SR23A-PC-VSTR-03:I,5.0,-5.0
SR23A-PC-VSTR-03:SETI,5.0,-5.0
SR23A-PC-Q1AB-05:I,200.0,0.0
SR23A-PC-Q1AB-05:SETI,200.0,0.0
SR23A-PC-HSTR-04:I,5.0,-5.0
SR23A-PC-HSTR-04:SETI,5.0,-5.0
SR23A-PC-S1A-04:I,110.0,0.0
SR23A-PC-S1A-04:SETI,110.0,0.0
SR23A-PC-VSTR-04:I,5.0,-5.0
SR23A-PC-VSTR-04:SETI,5.0,-5.0
SR23A-PC-Q1AB-06:I,200.0,0.0
SR23A-PC-Q1AB-06:SETI,200.0,0.0
SR23A-PC-SQUAD-03:I,5.0,-5.0
SR23A-PC-SQUAD-03:SETI,5.0,-5.0
SR23A-PC-HSTR-05:I,5.0,-5.0
SR23A-PC-HSTR-05:SETI,5.0,-5.0
SR23A-PC-S2A-05:I,100.0,0.0
SR23A-PC-S2A-05:SETI,100.0,0.0
SR23A-PC-VSTR-05:I,5.0,-5.0
SR23A-PC-VSTR-05:SETI,5.0,-5.0
SR23A-PC-Q2AB-07:I,200.0,0.0
SR23A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR23A-PC-HSTR-06:I,5.0,-5.0
SR23A-PC-HSTR-06:SETI,5.0,-5.0
SR23A-PC-S2B-06:I,100.0,-100.0
SR23A-PC-S2B-06:SETI,100.0,-100.0
SR23A-PC-VSTR-06:I,5.0,-5.0
SR23A-PC-VSTR-06:SETI,5.0,-5.0
SR23A-PC-Q3B-08:I,200.0,0.0
SR23A-PC-Q3B-08:SETI,200.0,0.0
SR23A-PC-Q2B-09:I,200.0,0.0
SR23A-PC-Q2B-09:SETI,200.0,0.0
SR23A-PC-SQUAD-04:I,5.0,-5.0
SR23A-PC-SQUAD-04:SETI,5.0,-5.0
SR23A-PC-HSTR-07:I,5.0,-5.0
SR23A-PC-HSTR-07:SETI,5.0,-5.0
SR23A-PC-S1B-07:I,100.0,-100.0
SR23A-PC-S1B-07:SETI,100.0,-100.0
SR23A-PC-VSTR-07:I,5.0,-5.0
SR23A-PC-VSTR-07:SETI,5.0,-5.0
SR23A-PC-Q1B-10:I,200.0,0.0
SR23A-PC-Q1B-10:SETI,200.0,0.0
SR24A-PC-Q1B-01:I,200.0,0.0
SR24A-PC-Q1B-01:SETI,200.0,0.0
SR24A-PC-SQUAD-01:I,5.0,-5.0
SR24A-PC-SQUAD-01:SETI,5.0,-5.0
SR24A-PC-HSTR-01:I,5.0,-5.0
SR24A-PC-HSTR-01:SETI,5.0,-5.0
SR24A-PC-S1C-01:I,100.0,-100.0
SR24A-PC-S1C-01:SETI,100.0,-100.0
SR24A-PC-VSTR-01:I,5.0,-5.0
SR24A-PC-VSTR-01:SETI,5.0,-5.0
SR24A-PC-Q2B-02:I,200.0,0.0
SR24A-PC-Q2B-02:SETI,200.0,0.0
SR24A-PC-Q3B-03:I,200.0,0.0
SR24A-PC-Q3B-03:SETI,200.0,0.0
SR24A-PC-HSTR-02:I,5.0,-5.0
SR24A-PC-HSTR-02:SETI,5.0,-5.0
SR24A-PC-S2C-02:I,100.0,-100.0
SR24A-PC-S2C-02:SETI,100.0,-100.0
SR24A-PC-VSTR-02:I,5.0,-5.0
SR24A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR24A-PC-Q2AB-04:I,200.0,0.0
SR24A-PC-Q2AB-04:SETI,200.0,0.0
SR24A-PC-SQUAD-02:I,5.0,-5.0
SR24A-PC-SQUAD-02:SETI,5.0,-5.0
SR24A-PC-HSTR-03:I,5.0,-5.0
SR24A-PC-HSTR-03:SETI,5.0,-5.0
SR24A-PC-S2A-03:I,100.0,0.0
SR24A-PC-S2A-03:SETI,100.0,0.0
SR24A-PC-VSTR-03:I,5.0,-5.0
SR24A-PC-VSTR-03:SETI,5.0,-5.0
SR24A-PC-Q1AB-05:I,200.0,0.0
SR24A-PC-Q1AB-05:SETI,200.0,0.0
SR24A-PC-HSTR-04:I,5.0,-5.0
SR24A-PC-HSTR-04:SETI,5.0,-5.0
SR24A-PC-S1A-04:I,110.0,0.0
SR24A-PC-S1A-04:SETI,110.0,0.0
SR24A-PC-VSTR-04:I,5.0,-5.0
SR24A-PC-VSTR-04:SETI,5.0,-5.0
SR24A-PC-Q1AD-06:I,200.0,0.0
SR24A-PC-Q1AD-06:SETI,200.0,0.0
SR24A-PC-SQUAD-03:I,5.0,-5.0
SR24A-PC-SQUAD-03:SETI,5.0,-5.0
SR24A-PC-HSTR-05:I,5.0,-5.0
SR24A-PC-HSTR-05:SETI,5.0,-5.0
SR24A-PC-S2A-05:I,100.0,0.0
SR24A-PC-S2A-05:SETI,100.0,0.0
SR24A-PC-VSTR-05:I,5.0,-5.0
SR24A-PC-VSTR-05:SETI,5.0,-5.0
SR24A-PC-Q2AD-07:I,200.0,0.0
SR24A-PC-Q2AD-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR24A-PC-HSTR-06:I,5.0,-5.0
SR24A-PC-HSTR-06:SETI,5.0,-5.0
SR24A-PC-S2D-06:I,100.0,-100.0
SR24A-PC-S2D-06:SETI,100.0,-100.0
SR24A-PC-VSTR-06:I,5.0,-5.0
SR24A-PC-VSTR-06:SETI,5.0,-5.0
SR24A-PC-Q3D-08:I,200.0,0.0
SR24A-PC-Q3D-08:SETI,200.0,0.0
SR24A-PC-Q2D-09:I,200.0,0.0
SR24A-PC-Q2D-09:SETI,200.0,0.0
SR24A-PC-SQUAD-04:I,5.0,-5.0
SR24A-PC-SQUAD-04:SETI,5.0,-5.0
SR24A-PC-HSTR-07:I,5.0,-5.0
SR24A-PC-HSTR-07:SETI,5.0,-5.0
SR24A-PC-S1D-07:I,100.0,-100.0
SR24A-PC-S1D-07:SETI,100.0,-100.0
SR24A-PC-VSTR-07:I,5.0,-5.0
SR24A-PC-VSTR-07:SETI,5.0,-5.0
SR24A-PC-Q1D-10:I,200.0,0.0
SR24A-PC-Q1D-10:SETI,200.0,0.0
